date_id,full_date,day,month,month_name,quarter,year,weekday
1118,2015-06-05,5,6,June,2,2015,Friday
1119,2014-05-07,7,5,May,2,2014,Wednesday
1120,2017-02-05,5,2,February,1,2017,Sunday
1121,2016-05-10,10,5,May,2,2016,Tuesday
1122,2016-08-07,7,8,August,3,2016,Sunday
1123,2015-04-21,21,4,April,2,2015,Tuesday
1124,2017-01-13,13,1,January,1,2017,Friday
1125,2014-09-06,6,9,September,3,2014,Saturday
1126,2015-01-19,19,1,January,1,2015,Monday
1127,2017-05-25,25,5,May,2,2017,Thursday
1128,2014-11-05,5,11,November,4,2014,Wednesday
1129,2015-05-20,20,5,May,2,2015,Wednesday
1130,2014-07-04,4,7,July,3,2014,Friday
1131,2015-02-16,16,2,February,1,2015,Monday
1132,2016-07-24,24,7,July,3,2016,Sunday
1133,2014-08-12,12,8,August,3,2014,Tuesday
1134,2016-06-18,18,6,June,2,2016,Saturday
1135,2016-01-08,8,1,January,1,2016,Friday
1136,2015-12-16,16,12,December,4,2015,Wednesday
1137,2014-10-17,17,10,October,4,2014,Friday
1138,2015-05-24,24,5,May,2,2015,Sunday
1139,2017-07-24,24,7,July,3,2017,Monday
1140,2017-12-06,6,12,December,4,2017,Wednesday
1141,2015-10-16,16,10,October,4,2015,Friday
1142,2015-06-28,28,6,June,2,2015,Sunday
1143,2016-09-16,16,9,September,3,2016,Friday
1144,2017-05-26,26,5,May,2,2017,Friday
1145,2017-02-04,4,2,February,1,2017,Saturday
1146,2015-01-09,9,1,January,1,2015,Friday
1147,2016-08-19,19,8,August,3,2016,Friday
1148,2016-08-01,1,8,August,3,2016,Monday
1149,2014-10-09,9,10,October,4,2014,Thursday
1150,2015-05-13,13,5,May,2,2015,Wednesday
1151,2014-04-22,22,4,April,2,2014,Tuesday
1152,2016-02-12,12,2,February,1,2016,Friday
1153,2017-01-09,9,1,January,1,2017,Monday
1154,2017-08-16,16,8,August,3,2017,Wednesday
1155,2016-01-14,14,1,January,1,2016,Thursday
1156,2016-10-10,10,10,October,4,2016,Monday
1157,2016-01-23,23,1,January,1,2016,Saturday
1158,2015-02-10,10,2,February,1,2015,Tuesday
1159,2014-03-29,29,3,March,1,2014,Saturday
1160,2016-10-16,16,10,October,4,2016,Sunday
1161,2016-09-13,13,9,September,3,2016,Tuesday
1162,2017-11-29,29,11,November,4,2017,Wednesday
1163,2014-02-15,15,2,February,1,2014,Saturday
1164,2017-07-14,14,7,July,3,2017,Friday
1165,2014-11-20,20,11,November,4,2014,Thursday
1166,2014-02-22,22,2,February,1,2014,Saturday
1167,2014-04-15,15,4,April,2,2014,Tuesday
1168,2014-01-07,7,1,January,1,2014,Tuesday
1169,2017-09-13,13,9,September,3,2017,Wednesday
1170,2014-10-08,8,10,October,4,2014,Wednesday
1171,2017-07-02,2,7,July,3,2017,Sunday
1172,2015-01-06,6,1,January,1,2015,Tuesday
1173,2016-04-13,13,4,April,2,2016,Wednesday
1174,2016-02-14,14,2,February,1,2016,Sunday
1175,2014-05-16,16,5,May,2,2014,Friday
1176,2015-01-24,24,1,January,1,2015,Saturday
1177,2014-03-28,28,3,March,1,2014,Friday
1178,2015-07-14,14,7,July,3,2015,Tuesday
1179,2014-05-31,31,5,May,2,2014,Saturday
1180,2014-01-03,3,1,January,1,2014,Friday
1181,2016-07-20,20,7,July,3,2016,Wednesday
1182,2015-09-20,20,9,September,3,2015,Sunday
1183,2015-10-20,20,10,October,4,2015,Tuesday
1184,2017-11-08,8,11,November,4,2017,Wednesday
1185,2015-05-22,22,5,May,2,2015,Friday
1186,2016-03-09,9,3,March,1,2016,Wednesday
1187,2016-06-30,30,6,June,2,2016,Thursday
1188,2015-05-10,10,5,May,2,2015,Sunday
1189,2017-05-09,9,5,May,2,2017,Tuesday
1190,2017-07-26,26,7,July,3,2017,Wednesday
1191,2016-08-11,11,8,August,3,2016,Thursday
1192,2017-04-06,6,4,April,2,2017,Thursday
1193,2017-03-14,14,3,March,1,2017,Tuesday
1194,2016-03-06,6,3,March,1,2016,Sunday
1195,2014-08-30,30,8,August,3,2014,Saturday
1196,2014-03-05,5,3,March,1,2014,Wednesday
1197,2016-03-27,27,3,March,1,2016,Sunday
1198,2016-04-02,2,4,April,2,2016,Saturday
1199,2016-01-28,28,1,January,1,2016,Thursday
1200,2016-11-09,9,11,November,4,2016,Wednesday
1201,2017-10-24,24,10,October,4,2017,Tuesday
1202,2014-10-01,1,10,October,4,2014,Wednesday
1203,2015-02-23,23,2,February,1,2015,Monday
1204,2016-04-06,6,4,April,2,2016,Wednesday
1205,2014-05-08,8,5,May,2,2014,Thursday
1206,2016-02-09,9,2,February,1,2016,Tuesday
1207,2016-05-31,31,5,May,2,2016,Tuesday
1208,2015-01-26,26,1,January,1,2015,Monday
1209,2017-10-10,10,10,October,4,2017,Tuesday
1210,2017-07-12,12,7,July,3,2017,Wednesday
1211,2015-05-18,18,5,May,2,2015,Monday
1212,2016-02-28,28,2,February,1,2016,Sunday
1213,2014-01-23,23,1,January,1,2014,Thursday
1214,2015-06-08,8,6,June,2,2015,Monday
1215,2014-02-08,8,2,February,1,2014,Saturday
1216,2015-11-11,11,11,November,4,2015,Wednesday
1217,2017-02-21,21,2,February,1,2017,Tuesday
1218,2015-09-16,16,9,September,3,2015,Wednesday
1219,2014-06-24,24,6,June,2,2014,Tuesday
1220,2014-10-27,27,10,October,4,2014,Monday
1221,2014-02-27,27,2,February,1,2014,Thursday
1222,2016-08-05,5,8,August,3,2016,Friday
1223,2014-02-17,17,2,February,1,2014,Monday
1224,2015-05-11,11,5,May,2,2015,Monday
1225,2015-04-14,14,4,April,2,2015,Tuesday
1226,2015-01-28,28,1,January,1,2015,Wednesday
1227,2014-06-10,10,6,June,2,2014,Tuesday
1228,2016-10-11,11,10,October,4,2016,Tuesday
1229,2014-06-18,18,6,June,2,2014,Wednesday
1230,2017-02-28,28,2,February,1,2017,Tuesday
1231,2015-05-09,9,5,May,2,2015,Saturday
1232,2014-11-06,6,11,November,4,2014,Thursday
1233,2015-12-29,29,12,December,4,2015,Tuesday
1234,2014-04-03,3,4,April,2,2014,Thursday
1235,2016-06-03,3,6,June,2,2016,Friday
1236,2015-04-12,12,4,April,2,2015,Sunday
1237,2014-01-21,21,1,January,1,2014,Tuesday
1238,2014-05-15,15,5,May,2,2014,Thursday
1239,2015-09-30,30,9,September,3,2015,Wednesday
1240,2016-01-20,20,1,January,1,2016,Wednesday
1241,2015-05-05,5,5,May,2,2015,Tuesday
1242,2015-02-05,5,2,February,1,2015,Thursday
1243,2016-10-19,19,10,October,4,2016,Wednesday
1244,2016-09-07,7,9,September,3,2016,Wednesday
1245,2016-03-16,16,3,March,1,2016,Wednesday
1246,2015-06-02,2,6,June,2,2015,Tuesday
1247,2015-06-03,3,6,June,2,2015,Wednesday
1248,2014-03-06,6,3,March,1,2014,Thursday
1249,2015-10-14,14,10,October,4,2015,Wednesday
1250,2017-06-07,7,6,June,2,2017,Wednesday
1251,2015-02-13,13,2,February,1,2015,Friday
1252,2015-03-04,4,3,March,1,2015,Wednesday
1253,2018-01-02,2,1,January,1,2018,Tuesday
1254,2016-04-27,27,4,April,2,2016,Wednesday
1255,2016-04-29,29,4,April,2,2016,Friday
1256,2014-07-17,17,7,July,3,2014,Thursday
1257,2014-04-17,17,4,April,2,2014,Thursday
1258,2015-12-02,2,12,December,4,2015,Wednesday
1259,2015-11-04,4,11,November,4,2015,Wednesday
1260,2017-12-12,12,12,December,4,2017,Tuesday
1261,2017-06-28,28,6,June,2,2017,Wednesday
1262,2014-12-25,25,12,December,4,2014,Thursday
1263,2016-11-02,2,11,November,4,2016,Wednesday
1264,2017-01-25,25,1,January,1,2017,Wednesday
1265,2016-06-01,1,6,June,2,2016,Wednesday
1266,2014-09-18,18,9,September,3,2014,Thursday
1267,2018-01-04,4,1,January,1,2018,Thursday
1268,2018-01-05,5,1,January,1,2018,Friday
1269,2017-06-23,23,6,June,2,2017,Friday
1270,2017-05-24,24,5,May,2,2017,Wednesday
1271,2016-02-18,18,2,February,1,2016,Thursday
1272,2014-01-08,8,1,January,1,2014,Wednesday
1273,2015-10-06,6,10,October,4,2015,Tuesday
1274,2015-06-30,30,6,June,2,2015,Tuesday
1275,2016-07-27,27,7,July,3,2016,Wednesday
1276,2016-02-24,24,2,February,1,2016,Wednesday
1277,2014-04-10,10,4,April,2,2014,Thursday
1278,2018-01-03,3,1,January,1,2018,Wednesday
1279,2015-04-15,15,4,April,2,2015,Wednesday
1280,2017-09-06,6,9,September,3,2017,Wednesday
1281,2015-07-28,28,7,July,3,2015,Tuesday
1282,2018-01-01,1,1,January,1,2018,Monday
1283,2017-01-10,10,1,January,1,2017,Tuesday
1284,2016-01-13,13,1,January,1,2016,Wednesday
1285,2015-04-08,8,4,April,2,2015,Wednesday
1286,2015-07-29,29,7,July,3,2015,Wednesday
1287,2016-12-07,7,12,December,4,2016,Wednesday
1288,2017-07-04,4,7,July,3,2017,Tuesday
1289,2014-03-08,8,3,March,1,2014,Saturday
1290,2014-07-16,16,7,July,3,2014,Wednesday
1291,2016-12-28,28,12,December,4,2016,Wednesday
1292,2017-09-27,27,9,September,3,2017,Wednesday
1293,2015-10-07,7,10,October,4,2015,Wednesday
1294,2017-02-08,8,2,February,1,2017,Wednesday
1295,2017-10-18,18,10,October,4,2017,Wednesday
1296,2017-01-04,4,1,January,1,2017,Wednesday
1297,2017-10-25,25,10,October,4,2017,Wednesday
1298,2016-07-13,13,7,July,3,2016,Wednesday
1299,2017-01-31,31,1,January,1,2017,Tuesday
1300,2017-08-08,8,8,August,3,2017,Tuesday
1301,2014-04-24,24,4,April,2,2014,Thursday
1302,2014-08-14,14,8,August,3,2014,Thursday
1303,2017-02-14,14,2,February,1,2017,Tuesday
1304,2016-06-22,22,6,June,2,2016,Wednesday
1305,2015-03-18,18,3,March,1,2015,Wednesday
1306,2014-04-09,9,4,April,2,2014,Wednesday
1307,2015-03-25,25,3,March,1,2015,Wednesday
1308,2014-12-18,18,12,December,4,2014,Thursday
1309,2015-08-12,12,8,August,3,2015,Wednesday
1310,2016-05-13,13,5,May,2,2016,Friday
1311,2015-09-29,29,9,September,3,2015,Tuesday
1312,2015-01-15,15,1,January,1,2015,Thursday
1313,2015-07-15,15,7,July,3,2015,Wednesday
1314,2015-02-04,4,2,February,1,2015,Wednesday
1315,2016-05-04,4,5,May,2,2016,Wednesday
1316,2015-09-09,9,9,September,3,2015,Wednesday
1317,2014-01-12,12,1,January,1,2014,Sunday
1318,2015-02-19,19,2,February,1,2015,Thursday
1319,2017-08-30,30,8,August,3,2017,Wednesday
1320,2016-07-11,11,7,July,3,2016,Monday
1321,2016-08-10,10,8,August,3,2016,Wednesday
1322,2014-06-11,11,6,June,2,2014,Wednesday
1323,2014-05-29,29,5,May,2,2014,Thursday
1324,2015-02-11,11,2,February,1,2015,Wednesday
1325,2017-08-02,2,8,August,3,2017,Wednesday
1326,2017-01-17,17,1,January,1,2017,Tuesday
1327,2017-04-18,18,4,April,2,2017,Tuesday
1328,2015-07-01,1,7,July,3,2015,Wednesday
1329,2014-01-17,17,1,January,1,2014,Friday
1330,2015-05-27,27,5,May,2,2015,Wednesday
1331,2014-02-09,9,2,February,1,2014,Sunday
1332,2016-09-21,21,9,September,3,2016,Wednesday
1333,2017-03-01,1,3,March,1,2017,Wednesday
1334,2017-07-19,19,7,July,3,2017,Wednesday
1335,2017-04-05,5,4,April,2,2017,Wednesday
1336,2016-01-12,12,1,January,1,2016,Tuesday
1337,2015-08-03,3,8,August,3,2015,Monday
1338,2015-08-26,26,8,August,3,2015,Wednesday
1339,2016-10-05,5,10,October,4,2016,Wednesday
1340,2015-03-11,11,3,March,1,2015,Wednesday
1341,2017-01-11,11,1,January,1,2017,Wednesday
1342,2015-09-02,2,9,September,3,2015,Wednesday
1343,2014-08-21,21,8,August,3,2014,Thursday
1344,2016-03-23,23,3,March,1,2016,Wednesday
1345,2017-10-11,11,10,October,4,2017,Wednesday
1346,2017-03-22,22,3,March,1,2017,Wednesday
1347,2017-12-31,31,12,December,4,2017,Sunday
1348,2015-01-29,29,1,January,1,2015,Thursday
1349,2017-05-17,17,5,May,2,2017,Wednesday
1350,2015-08-19,19,8,August,3,2015,Wednesday
1351,2015-08-30,30,8,August,3,2015,Sunday
1352,2017-01-18,18,1,January,1,2017,Wednesday
1353,2015-09-23,23,9,September,3,2015,Wednesday
1354,2015-11-18,18,11,November,4,2015,Wednesday
1355,2017-01-05,5,1,January,1,2017,Thursday
1356,2016-01-19,19,1,January,1,2016,Tuesday
1357,2014-02-25,25,2,February,1,2014,Tuesday
1358,2014-05-01,1,5,May,2,2014,Thursday
1359,2016-08-24,24,8,August,3,2016,Wednesday
1360,2015-06-17,17,6,June,2,2015,Wednesday
1361,2014-12-11,11,12,December,4,2014,Thursday
1362,2016-02-26,26,2,February,1,2016,Friday
1363,2014-07-24,24,7,July,3,2014,Thursday
1364,2017-04-19,19,4,April,2,2017,Wednesday
1365,2014-07-03,3,7,July,3,2014,Thursday
1366,2016-01-01,1,1,January,1,2016,Friday
1367,2014-09-04,4,9,September,3,2014,Thursday
1368,2015-08-14,14,8,August,3,2015,Friday
1369,2014-08-18,18,8,August,3,2014,Monday
1370,2015-01-01,1,1,January,1,2015,Thursday
1371,2015-08-20,20,8,August,3,2015,Thursday
1372,2014-08-13,13,8,August,3,2014,Wednesday
1373,2014-04-27,27,4,April,2,2014,Sunday
1374,2016-10-26,26,10,October,4,2016,Wednesday
1375,2016-07-06,6,7,July,3,2016,Wednesday
1376,2016-12-21,21,12,December,4,2016,Wednesday
1377,2014-06-12,12,6,June,2,2014,Thursday
1378,2017-02-22,22,2,February,1,2017,Wednesday
1379,2014-07-29,29,7,July,3,2014,Tuesday
1380,2015-10-27,27,10,October,4,2015,Tuesday
1381,2015-01-08,8,1,January,1,2015,Thursday
1382,2015-02-24,24,2,February,1,2015,Tuesday
1383,2014-06-26,26,6,June,2,2014,Thursday
1384,2015-04-23,23,4,April,2,2015,Thursday
1385,2016-04-20,20,4,April,2,2016,Wednesday
1386,2014-10-30,30,10,October,4,2014,Thursday
1387,2016-01-27,27,1,January,1,2016,Wednesday
1388,2014-03-09,9,3,March,1,2014,Sunday
1389,2016-07-26,26,7,July,3,2016,Tuesday
1390,2017-06-14,14,6,June,2,2017,Wednesday
1391,2014-02-26,26,2,February,1,2014,Wednesday
1392,2016-01-26,26,1,January,1,2016,Tuesday
1393,2014-06-05,5,6,June,2,2014,Thursday
1394,2014-07-10,10,7,July,3,2014,Thursday
1395,2017-02-01,1,2,February,1,2017,Wednesday
1396,2017-03-15,15,3,March,1,2017,Wednesday
1397,2016-10-12,12,10,October,4,2016,Wednesday
1398,2015-06-27,27,6,June,2,2015,Saturday
1399,2017-02-07,7,2,February,1,2017,Tuesday
1400,2015-01-18,18,1,January,1,2015,Sunday
1401,2015-01-22,22,1,January,1,2015,Thursday
1402,2017-05-31,31,5,May,2,2017,Wednesday
1403,2014-02-19,19,2,February,1,2014,Wednesday
1404,2014-01-25,25,1,January,1,2014,Saturday
1405,2016-02-10,10,2,February,1,2016,Wednesday
1406,2015-04-03,3,4,April,2,2015,Friday
1407,2015-07-22,22,7,July,3,2015,Wednesday
1408,2014-08-07,7,8,August,3,2014,Thursday
1409,2014-11-13,13,11,November,4,2014,Thursday
1410,2016-04-11,11,4,April,2,2016,Monday
1411,2016-01-29,29,1,January,1,2016,Friday
1412,2017-05-10,10,5,May,2,2017,Wednesday
1413,2015-05-06,6,5,May,2,2015,Wednesday
1414,2014-10-23,23,10,October,4,2014,Thursday
1415,2015-06-10,10,6,June,2,2015,Wednesday
1416,2017-08-09,9,8,August,3,2017,Wednesday
1417,2017-02-27,27,2,February,1,2017,Monday
1418,2014-03-13,13,3,March,1,2014,Thursday
1419,2017-02-12,12,2,February,1,2017,Sunday
1420,2015-07-21,21,7,July,3,2015,Tuesday
1421,2015-05-19,19,5,May,2,2015,Tuesday
1422,2015-01-07,7,1,January,1,2015,Wednesday
1423,2015-06-24,24,6,June,2,2015,Wednesday
1424,2016-03-02,2,3,March,1,2016,Wednesday
1425,2014-03-20,20,3,March,1,2014,Thursday
1426,2014-01-29,29,1,January,1,2014,Wednesday
1427,2017-02-15,15,2,February,1,2017,Wednesday
1428,2015-03-03,3,3,March,1,2015,Tuesday
1429,2014-08-28,28,8,August,3,2014,Thursday
1430,2014-02-10,10,2,February,1,2014,Monday
1431,2015-02-01,1,2,February,1,2015,Sunday
1432,2014-08-10,10,8,August,3,2014,Sunday
1433,2014-03-12,12,3,March,1,2014,Wednesday
1434,2016-08-25,25,8,August,3,2016,Thursday
